"","Mean","SE","Day_Treatment","Day","Plate.ID","Reading.Date.Time","Mean.RFU..Chl.a70.460.685.","Std.Dev.RFU..Chl.a70.460.685.","CV.RFU..Chl.a70.460.685.","Mean.RFU..Chl.a100.460.685.","Std.Dev.RFU..Chl.a100.460.685.","CV.RFU..Chl.a100.460.685.","Treatment","Native"
"13",12.3333333333333,1.20185042515466,"0_64",0,"Day0-Plate2 Algae-Bacteria Growth Experiment","3/16/2018 19:03",13,6.403,48.023,13,5.754,43.888,"64","Non-Native Bacterium"
"14",12.3333333333333,1.20185042515466,"0_64",0,"Day0-Plate4 Algae-Bacteria Growth Experiment","3/16/2018 19:22",14,7.721,54.714,9,7.236,79.421,"64","Non-Native Bacterium"
"15",10.6666666666667,0.333333333333333,"0_65",0,"Day0-Plate1 Algae-Bacteria Growth Experiment","3/16/2018 18:49",10,5.862,59.277,15,8.871,58.277,"65","Non-Native Bacterium"
"16",10.6666666666667,0.333333333333333,"0_65",0,"Day0-Plate2 Algae-Bacteria Growth Experiment","3/16/2018 19:03",11,4.126,36.057,14,9.22,67.46,"65","Non-Native Bacterium"
"17",10.6666666666667,0.333333333333333,"0_65",0,"Day0-Plate4 Algae-Bacteria Growth Experiment","3/16/2018 19:22",11,5.123,46.577,11,6.547,58.922,"65","Non-Native Bacterium"
"18",13.3333333333333,0.333333333333333,"0_70",0,"Day0-Plate1 Algae-Bacteria Growth Experiment","3/16/2018 18:49",13,5.411,43.096,13,4.213,33.261,"70","Native Bacterium"
"19",13.3333333333333,0.333333333333333,"0_70",0,"Day0-Plate3 Algae-Bacteria Growth Experiment","3/16/2018 19:12",13,6.405,51.016,9,6.528,71.646,"70","Native Bacterium"
"20",13.3333333333333,0.333333333333333,"0_70",0,"Day0-Plate4 Algae-Bacteria Growth Experiment","3/16/2018 19:22",14,8.462,60.929,9,5.341,56.553,"70","Native Bacterium"
"21",11.6666666666667,0.333333333333333,"0_71",0,"Day0-Plate1 Algae-Bacteria Growth Experiment","3/16/2018 18:49",12,7.844,63.032,13,4.61,35.46,"71","Native Bacterium"
"22",11.6666666666667,0.333333333333333,"0_71",0,"Day0-Plate2 Algae-Bacteria Growth Experiment","3/16/2018 19:03",12,5.388,46.625,15,4.664,31.798,"71","Native Bacterium"
"23",11.6666666666667,0.333333333333333,"0_71",0,"Day0-Plate5 Algae-Bacteria Growth Experiment","3/16/2018 19:31",11,10.281,91.611,13,9.95,78.552,"71","Native Bacterium"
"24",11,2.51661147842358,"0_74",0,"Day0-Plate1 Algae-Bacteria Growth Experiment","3/16/2018 18:49",6,6.442,107.367,9,6.888,78.471,"74","Non-Native Bacterium"
"25",11,2.51661147842358,"0_74",0,"Day0-Plate2 Algae-Bacteria Growth Experiment","3/16/2018 19:03",13,5.487,42.574,15,7.672,51.529,"74","Non-Native Bacterium"
"26",11,2.51661147842358,"0_74",0,"Day0-Plate3 Algae-Bacteria Growth Experiment","3/16/2018 19:12",14,7.194,50.189,11,8.874,83.195,"74","Non-Native Bacterium"
"27",12,0.577350269189626,"0_75",0,"Day0-Plate1 Algae-Bacteria Growth Experiment","3/16/2018 18:49",11,7.97,75.509,11,10.252,92.271,"75","Non-Native Bacterium"
"28",12,0.577350269189626,"0_75",0,"Day0-Plate2 Algae-Bacteria Growth Experiment","3/16/2018 19:03",12,7.865,66.156,12,7.085,60.154,"75","Non-Native Bacterium"
"29",12,0.577350269189626,"0_75",0,"Day0-Plate3 Algae-Bacteria Growth Experiment","3/16/2018 19:12",13,4.717,37.239,10,5.652,55.291,"75","Non-Native Bacterium"
"30",9.6,1.50332963783729,"1_5",1,"Day1-Plate1 Algae-Bacteria Growth Experiment","3/17/2018 13:38",15,6.966,45.105,15,6.633,45.227,"5","Axenic"
"31",9.6,1.50332963783729,"1_5",1,"Day1-Plate2 Algae-Bacteria Growth Experiment","3/17/2018 13:48",6,5.457,98.224,9,9.475,110.748,"5","Axenic"
"32",9.6,1.50332963783729,"1_5",1,"Day1-Plate3 Algae-Bacteria Growth Experiment","3/17/2018 13:57",10,5.223,54.657,9,8.657,98.625,"5","Axenic"
"33",9.6,1.50332963783729,"1_5",1,"Day1-Plate4 Algae-Bacteria Growth Experiment","3/17/2018 14:07",9,8.462,95.201,14,7.826,57.265,"5","Axenic"
"34",9.6,1.50332963783729,"1_5",1,"Day1-Plate5 Algae-Bacteria Growth Experiment","3/17/2018 14:16",8,8.467,102.98,8,5.247,62.132,"5","Axenic"
"35",11,0.577350269189626,"1_59",1,"Day1-Plate3 Algae-Bacteria Growth Experiment","3/17/2018 13:57",11,7.452,70.595,12,7.557,62.399,"59","Non-Native Bacterium"
"36",11,0.577350269189626,"1_59",1,"Day1-Plate4 Algae-Bacteria Growth Experiment","3/17/2018 14:07",12,3.114,26.436,14,6.364,44.4,"59","Non-Native Bacterium"
"37",11,0.577350269189626,"1_59",1,"Day1-Plate5 Algae-Bacteria Growth Experiment","3/17/2018 14:16",10,7.044,71.227,7,5.916,84.515,"59","Non-Native Bacterium"
"38",8,1.52752523165195,"1_61",1,"Day1-Plate3 Algae-Bacteria Growth Experiment","3/17/2018 13:57",5,5.38,103.021,8,4.472,53.666,"61","Non-Native Bacterium"
"39",8,1.52752523165195,"1_61",1,"Day1-Plate4 Algae-Bacteria Growth Experiment","3/17/2018 14:07",10,5.286,54.064,11,9.121,84.629,"61","Non-Native Bacterium"
"40",8,1.52752523165195,"1_61",1,"Day1-Plate4 Algae-Bacteria Growth Experiment","3/17/2018 14:07",9,4.91,55.241,8,6.14,78.937,"61","Non-Native Bacterium"
"41",7.33333333333333,0.666666666666667,"1_64",1,"Day1-Plate1 Algae-Bacteria Growth Experiment","3/17/2018 13:38",8,6.874,82.486,7,5.333,73.846,"64","Non-Native Bacterium"
"42",7.33333333333333,0.666666666666667,"1_64",1,"Day1-Plate2 Algae-Bacteria Growth Experiment","3/17/2018 13:48",8,6.572,79.933,9,8.8,100.256,"64","Non-Native Bacterium"
"43",7.33333333333333,0.666666666666667,"1_64",1,"Day1-Plate4 Algae-Bacteria Growth Experiment","3/17/2018 14:07",6,4.664,73.637,8,7.513,96.595,"64","Non-Native Bacterium"
"44",8.33333333333333,0.881917103688197,"1_65",1,"Day1-Plate1 Algae-Bacteria Growth Experiment","3/17/2018 13:38",10,6.173,62.428,11,7.986,75.658,"65","Non-Native Bacterium"
"45",8.33333333333333,0.881917103688197,"1_65",1,"Day1-Plate2 Algae-Bacteria Growth Experiment","3/17/2018 13:48",7,4.986,72.379,7,7.407,107.518,"65","Non-Native Bacterium"
"46",8.33333333333333,0.881917103688197,"1_65",1,"Day1-Plate4 Algae-Bacteria Growth Experiment","3/17/2018 14:07",8,7.566,98.692,7,6.476,89.674,"65","Non-Native Bacterium"
"47",8.33333333333333,1.20185042515466,"1_70",1,"Day1-Plate1 Algae-Bacteria Growth Experiment","3/17/2018 13:38",9,7.937,91.584,9,4.123,45.812,"70","Native Bacterium"
"48",8.33333333333333,1.20185042515466,"1_70",1,"Day1-Plate3 Algae-Bacteria Growth Experiment","3/17/2018 13:57",6,5.333,92.308,9,3.972,46.427,"70","Native Bacterium"
"49",8.33333333333333,1.20185042515466,"1_70",1,"Day1-Plate4 Algae-Bacteria Growth Experiment","3/17/2018 14:07",10,9.367,93.675,7,5.732,80.613,"70","Native Bacterium"
"50",8.33333333333333,0.333333333333333,"1_71",1,"Day1-Plate1 Algae-Bacteria Growth Experiment","3/17/2018 13:38",8,6.285,78.561,8,5.403,65.714,"71","Native Bacterium"
"51",8.33333333333333,0.333333333333333,"1_71",1,"Day1-Plate2 Algae-Bacteria Growth Experiment","3/17/2018 13:48",9,8.398,88.921,7,5.874,88.105,"71","Native Bacterium"
"52",8.33333333333333,0.333333333333333,"1_71",1,"Day1-Plate5 Algae-Bacteria Growth Experiment","3/17/2018 14:16",8,6.614,82.68,7,5.974,88.148,"71","Native Bacterium"
"53",7,1.52752523165195,"1_74",1,"Day1-Plate1 Algae-Bacteria Growth Experiment","3/17/2018 13:38",8,8.126,107.547,7,7.634,102.546,"74","Non-Native Bacterium"
"54",7,1.52752523165195,"1_74",1,"Day1-Plate2 Algae-Bacteria Growth Experiment","3/17/2018 13:48",4,3.64,91.001,8,6.044,79.992,"74","Non-Native Bacterium"
"55",7,1.52752523165195,"1_74",1,"Day1-Plate3 Algae-Bacteria Growth Experiment","3/17/2018 13:57",9,7.997,86.709,6,6.772,114.998,"74","Non-Native Bacterium"
"56",7.66666666666667,1.45296631451356,"1_75",1,"Day1-Plate1 Algae-Bacteria Growth Experiment","3/17/2018 13:38",8,7.87,101.192,11,6.451,58.056,"75","Non-Native Bacterium"
"57",7.66666666666667,1.45296631451356,"1_75",1,"Day1-Plate2 Algae-Bacteria Growth Experiment","3/17/2018 13:48",10,7.026,71.047,6,8.109,143.094,"75","Non-Native Bacterium"
"58",7.66666666666667,1.45296631451356,"1_75",1,"Day1-Plate3 Algae-Bacteria Growth Experiment","3/17/2018 13:57",5,5.215,109.148,8,5.54,67.382,"75","Non-Native Bacterium"
"59",240.2,14.0655607780138,"10_5",10,"Day10-Plate1 Algae-Bacteria Growth Experiment","3/26/2018 12:44",281,124.756,44.344,252,118.747,47.039,"5","Axenic"
"60",240.2,14.0655607780138,"10_5",10,"Day10-Plate2 Algae-Bacteria Growth Experiment","3/26/2018 13:00",195,83.987,42.997,185,76.457,41.279,"5","Axenic"
"61",240.2,14.0655607780138,"10_5",10,"Day10-Plate3 Algae-Bacteria Growth Experiment","3/26/2018 13:10",249,141.961,57.038,253,144.611,57.058,"5","Axenic"
"62",240.2,14.0655607780138,"10_5",10,"Day10-Plate4 Algae-Bacteria Growth Experiment","3/26/2018 13:19",229,114.183,49.862,220,104.131,47.237,"5","Axenic"
"63",240.2,14.0655607780138,"10_5",10,"Day10-Plate5 Algae-Bacteria Growth Experiment","3/26/2018 13:28",247,119.208,48.241,237,119.231,50.308,"5","Axenic"
"64",239,15.1437555888007,"10_59",10,"Day10-Plate3 Algae-Bacteria Growth Experiment","3/26/2018 13:10",243,121.035,49.763,246,116.79,47.454,"59","Non-Native Bacterium"
"65",239,15.1437555888007,"10_59",10,"Day10-Plate4 Algae-Bacteria Growth Experiment","3/26/2018 13:19",211,131.075,61.99,203,104.566,51.595,"59","Non-Native Bacterium"
"66",239,15.1437555888007,"10_59",10,"Day10-Plate5 Algae-Bacteria Growth Experiment","3/26/2018 13:28",263,141.787,53.889,249,133.363,53.583,"59","Non-Native Bacterium"
"67",254.333333333333,13.9562809436389,"10_61",10,"Day10-Plate3 Algae-Bacteria Growth Experiment","3/26/2018 13:10",280,129.188,46.065,277,119.532,43.118,"61","Non-Native Bacterium"
"68",254.333333333333,13.9562809436389,"10_61",10,"Day10-Plate4 Algae-Bacteria Growth Experiment","3/26/2018 13:19",251,136.123,54.16,249,137.124,55.045,"61","Non-Native Bacterium"
"69",254.333333333333,13.9562809436389,"10_61",10,"Day10-Plate4 Algae-Bacteria Growth Experiment","3/26/2018 13:19",232,120.866,52.097,224,115.036,51.279,"61","Non-Native Bacterium"
"70",243,30.7896086366813,"10_64",10,"Day10-Plate1 Algae-Bacteria Growth Experiment","3/26/2018 12:44",303,140.549,46.386,291,137.226,47.211,"64","Non-Native Bacterium"
"71",243,30.7896086366813,"10_64",10,"Day10-Plate2 Algae-Bacteria Growth Experiment","3/26/2018 13:00",201,101.871,50.766,190,100.2,52.829,"64","Non-Native Bacterium"
"72",243,30.7896086366813,"10_64",10,"Day10-Plate4 Algae-Bacteria Growth Experiment","3/26/2018 13:19",225,117.465,52.31,218,131.503,60.292,"64","Non-Native Bacterium"
"73",239,23.7557010701291,"10_65",10,"Day10-Plate1 Algae-Bacteria Growth Experiment","3/26/2018 12:44",282,136.221,48.286,267,142.75,53.531,"65","Non-Native Bacterium"
"74",239,23.7557010701291,"10_65",10,"Day10-Plate2 Algae-Bacteria Growth Experiment","3/26/2018 13:00",200,98.373,49.296,182,85.34,46.976,"65","Non-Native Bacterium"
"75",239,23.7557010701291,"10_65",10,"Day10-Plate4 Algae-Bacteria Growth Experiment","3/26/2018 13:19",235,122.816,52.287,224,101.945,45.421,"65","Non-Native Bacterium"
"76",261,20.7926268983343,"10_70",10,"Day10-Plate1 Algae-Bacteria Growth Experiment","3/26/2018 12:44",293,118.629,40.503,258,95.59,37.034,"70","Native Bacterium"
"77",261,20.7926268983343,"10_70",10,"Day10-Plate3 Algae-Bacteria Growth Experiment","3/26/2018 13:10",268,141.947,53.053,263,124.821,47.521,"70","Native Bacterium"
"78",261,20.7926268983343,"10_70",10,"Day10-Plate4 Algae-Bacteria Growth Experiment","3/26/2018 13:19",222,123.192,55.52,214,114.796,53.615,"70","Native Bacterium"
"79",256.333333333333,32.9663127719461,"10_71",10,"Day10-Plate1 Algae-Bacteria Growth Experiment","3/26/2018 12:44",276,132.231,47.929,243,122.729,50.599,"71","Native Bacterium"
"80",256.333333333333,32.9663127719461,"10_71",10,"Day10-Plate2 Algae-Bacteria Growth Experiment","3/26/2018 13:00",192,107.139,55.705,185,107.095,57.889,"71","Native Bacterium"
"81",256.333333333333,32.9663127719461,"10_71",10,"Day10-Plate5 Algae-Bacteria Growth Experiment","3/26/2018 13:28",301,131.093,43.536,284,121.479,42.758,"71","Native Bacterium"
"82",241,25.9422435421457,"10_74",10,"Day10-Plate1 Algae-Bacteria Growth Experiment","3/26/2018 12:44",291,128.344,44.155,279,121.246,43.475,"74","Non-Native Bacterium"
"83",241,25.9422435421457,"10_74",10,"Day10-Plate2 Algae-Bacteria Growth Experiment","3/26/2018 13:00",204,100.106,48.965,205,103.418,50.366,"74","Non-Native Bacterium"
"84",241,25.9422435421457,"10_74",10,"Day10-Plate3 Algae-Bacteria Growth Experiment","3/26/2018 13:10",228,125.833,55.109,232,122.558,52.903,"74","Non-Native Bacterium"
"85",280.333333333333,24.6057807119474,"10_75",10,"Day10-Plate1 Algae-Bacteria Growth Experiment","3/26/2018 12:44",321,133.155,41.496,336,134.384,40.048,"75","Non-Native Bacterium"
"86",280.333333333333,24.6057807119474,"10_75",10,"Day10-Plate2 Algae-Bacteria Growth Experiment","3/26/2018 13:00",236,99.661,42.209,235,89.069,37.973,"75","Non-Native Bacterium"
"87",280.333333333333,24.6057807119474,"10_75",10,"Day10-Plate3 Algae-Bacteria Growth Experiment","3/26/2018 13:10",284,110.479,38.932,294,118.025,40.099,"75","Non-Native Bacterium"
"88",257.6,10.2303470126873,"11_5",11,"Day11-Plate1 Algae-Bacteria Growth Experiment","3/27/2018 14:11",286,131.25,45.892,257,123.273,47.987,"5","Axenic"
"89",257.6,10.2303470126873,"11_5",11,"Day11-Plate2 Algae-Bacteria Growth Experiment","3/27/2018 14:21",264,113.9,43.072,242,96.668,39.872,"5","Axenic"
"90",257.6,10.2303470126873,"11_5",11,"Day11-Plate3 Algae-Bacteria Growth Experiment","3/27/2018 14:31",267,159.039,59.59,261,148.658,57.006,"5","Axenic"
"91",257.6,10.2303470126873,"11_5",11,"Day11-Plate4 Algae-Bacteria Growth Experiment","3/27/2018 14:45",226,97.239,43.026,243,109.864,45.232,"5","Axenic"
"92",257.6,10.2303470126873,"11_5",11,"Day11-Plate5 Algae-Bacteria Growth Experiment","3/27/2018 14:57",245,109.576,44.705,224,106.785,47.577,"5","Axenic"
"93",253.333333333333,5.54777232569775,"11_59",11,"Day11-Plate3 Algae-Bacteria Growth Experiment","3/27/2018 14:31",255,133.76,52.386,243,116.134,47.726,"59","Non-Native Bacterium"
"94",253.333333333333,5.54777232569775,"11_59",11,"Day11-Plate4 Algae-Bacteria Growth Experiment","3/27/2018 14:45",262,96.189,36.667,267,100.548,37.627,"59","Non-Native Bacterium"
"95",253.333333333333,5.54777232569775,"11_59",11,"Day11-Plate5 Algae-Bacteria Growth Experiment","3/27/2018 14:57",243,119.95,49.407,236,117.145,49.591,"59","Non-Native Bacterium"
"96",252,14.047538337137,"11_61",11,"Day11-Plate3 Algae-Bacteria Growth Experiment","3/27/2018 14:31",280,116.741,41.66,276,108.665,39.371,"61","Non-Native Bacterium"
"97",252,14.047538337137,"11_61",11,"Day11-Plate4 Algae-Bacteria Growth Experiment","3/27/2018 14:45",236,116.464,49.279,236,118.423,50.179,"61","Non-Native Bacterium"
"98",252,14.047538337137,"11_61",11,"Day11-Plate4 Algae-Bacteria Growth Experiment","3/27/2018 14:45",240,114.8,47.833,251,119.728,47.679,"61","Non-Native Bacterium"
"99",274.333333333333,15.4308493321369,"11_64",11,"Day11-Plate1 Algae-Bacteria Growth Experiment","3/27/2018 14:11",305,147.276,48.34,274,130.751,47.681,"64","Non-Native Bacterium"
"100",274.333333333333,15.4308493321369,"11_64",11,"Day11-Plate2 Algae-Bacteria Growth Experiment","3/27/2018 14:21",256,124.378,48.585,248,119.633,48.196,"64","Non-Native Bacterium"
"101",274.333333333333,15.4308493321369,"11_64",11,"Day11-Plate4 Algae-Bacteria Growth Experiment","3/27/2018 14:45",262,106.722,40.733,265,94.993,35.861,"64","Non-Native Bacterium"
"102",276.666666666667,23.0241419191055,"11_65",11,"Day11-Plate1 Algae-Bacteria Growth Experiment","3/27/2018 14:11",322,145.696,45.31,294,146.581,49.801,"65","Non-Native Bacterium"
"103",276.666666666667,23.0241419191055,"11_65",11,"Day11-Plate2 Algae-Bacteria Growth Experiment","3/27/2018 14:21",247,100.761,40.849,235,109.003,46.45,"65","Non-Native Bacterium"
"104",276.666666666667,23.0241419191055,"11_65",11,"Day11-Plate4 Algae-Bacteria Growth Experiment","3/27/2018 14:45",261,93.611,35.866,274,110.72,40.475,"65","Non-Native Bacterium"
"105",273.333333333333,11.170397386744,"11_70",11,"Day11-Plate1 Algae-Bacteria Growth Experiment","3/27/2018 14:11",285,104.871,36.74,256,100.568,39.285,"70","Native Bacterium"
"106",273.333333333333,11.170397386744,"11_70",11,"Day11-Plate3 Algae-Bacteria Growth Experiment","3/27/2018 14:31",284,174.83,61.56,284,179.901,63.395,"70","Native Bacterium"
"107",273.333333333333,11.170397386744,"11_70",11,"Day11-Plate4 Algae-Bacteria Growth Experiment","3/27/2018 14:45",251,101.128,40.326,257,102.28,39.815,"70","Native Bacterium"
"108",266,11.7189305541646,"11_71",11,"Day11-Plate1 Algae-Bacteria Growth Experiment","3/27/2018 14:11",284,145.109,51.155,263,126.54,48.033,"71","Native Bacterium"
"109",266,11.7189305541646,"11_71",11,"Day11-Plate2 Algae-Bacteria Growth Experiment","3/27/2018 14:21",244,124.086,50.901,236,113.392,48.002,"71","Native Bacterium"
"110",266,11.7189305541646,"11_71",11,"Day11-Plate5 Algae-Bacteria Growth Experiment","3/27/2018 14:57",270,107.832,40.004,259,100.848,38.887,"71","Native Bacterium"
"111",275.666666666667,10.8371788046726,"11_74",11,"Day11-Plate1 Algae-Bacteria Growth Experiment","3/27/2018 14:11",296,138.703,46.859,275,119.97,43.678,"74","Non-Native Bacterium"
"112",275.666666666667,10.8371788046726,"11_74",11,"Day11-Plate2 Algae-Bacteria Growth Experiment","3/27/2018 14:21",272,104.338,38.375,276,109.01,39.433,"74","Non-Native Bacterium"
"113",275.666666666667,10.8371788046726,"11_74",11,"Day11-Plate3 Algae-Bacteria Growth Experiment","3/27/2018 14:31",259,132.754,51.19,262,133.845,51.151,"74","Non-Native Bacterium"
"114",308,14,"11_75",11,"Day11-Plate1 Algae-Bacteria Growth Experiment","3/27/2018 14:11",334,129.013,38.678,335,129.225,38.575,"75","Non-Native Bacterium"
"115",308,14,"11_75",11,"Day11-Plate2 Algae-Bacteria Growth Experiment","3/27/2018 14:21",286,130.642,45.715,288,114.465,39.806,"75","Non-Native Bacterium"
"116",308,14,"11_75",11,"Day11-Plate3 Algae-Bacteria Growth Experiment","3/27/2018 14:31",304,139.754,46.039,307,148.449,48.372,"75","Non-Native Bacterium"
"117",241.4,9.20108689231876,"12_5",12,"Day12-Plate1 Algae-Bacteria Growth Experiment","3/28/2018 13:08",236,105.072,44.438,201,82.226,40.864,"5","Axenic"
"118",241.4,9.20108689231876,"12_5",12,"Day12-Plate2 Algae-Bacteria Growth Experiment","3/28/2018 13:17",217,90.24,41.649,189,72.926,38.654,"5","Axenic"
"119",241.4,9.20108689231876,"12_5",12,"Day12-Plate3 Algae-Bacteria Growth Experiment","3/28/2018 13:28",259,144.733,55.905,262,145.773,55.662,"5","Axenic"
"120",241.4,9.20108689231876,"12_5",12,"Day12-Plate4 Algae-Bacteria Growth Experiment","3/28/2018 13:38",229,97.214,42.513,217,97.775,44.966,"5","Axenic"
"121",241.4,9.20108689231876,"12_5",12,"Day12-Plate5 Algae-Bacteria Growth Experiment","3/28/2018 13:48",266,112.334,42.302,246,106.569,43.262,"5","Axenic"
"122",274.666666666667,5.66666666666667,"12_59",12,"Day12-Plate3 Algae-Bacteria Growth Experiment","3/28/2018 13:28",269,115.001,42.804,251,112.724,44.87,"59","Non-Native Bacterium"
"123",274.666666666667,5.66666666666667,"12_59",12,"Day12-Plate4 Algae-Bacteria Growth Experiment","3/28/2018 13:38",269,109.938,40.903,262,107.054,40.843,"59","Non-Native Bacterium"
"124",274.666666666667,5.66666666666667,"12_59",12,"Day12-Plate5 Algae-Bacteria Growth Experiment","3/28/2018 13:48",286,134.755,47.19,268,127.021,47.435,"59","Non-Native Bacterium"
"125",254,17.4737898961082,"12_61",12,"Day12-Plate3 Algae-Bacteria Growth Experiment","3/28/2018 13:28",288,120.044,41.73,279,110.976,39.808,"61","Non-Native Bacterium"
"126",254,17.4737898961082,"12_61",12,"Day12-Plate4 Algae-Bacteria Growth Experiment","3/28/2018 13:38",230,126.622,55.08,241,121.556,50.485,"61","Non-Native Bacterium"
"127",254,17.4737898961082,"12_61",12,"Day12-Plate4 Algae-Bacteria Growth Experiment","3/28/2018 13:38",244,111.906,45.842,254,140.626,55.389,"61","Non-Native Bacterium"
"128",260,18.1934053986603,"12_64",12,"Day12-Plate1 Algae-Bacteria Growth Experiment","3/28/2018 13:08",291,136.261,46.771,245,109.642,44.793,"64","Non-Native Bacterium"
"129",260,18.1934053986603,"12_64",12,"Day12-Plate2 Algae-Bacteria Growth Experiment","3/28/2018 13:17",228,118.719,52.095,209,105.544,50.446,"64","Non-Native Bacterium"
"130",260,18.1934053986603,"12_64",12,"Day12-Plate4 Algae-Bacteria Growth Experiment","3/28/2018 13:38",261,101.604,38.896,260,103.639,39.929,"64","Non-Native Bacterium"
"131",251.666666666667,10.8063767182982,"12_65",12,"Day12-Plate1 Algae-Bacteria Growth Experiment","3/28/2018 13:08",238,111.543,46.932,201,92.1,45.897,"65","Non-Native Bacterium"
"132",251.666666666667,10.8063767182982,"12_65",12,"Day12-Plate2 Algae-Bacteria Growth Experiment","3/28/2018 13:17",244,91.698,37.615,217,87.953,40.594,"65","Non-Native Bacterium"
"133",251.666666666667,10.8063767182982,"12_65",12,"Day12-Plate4 Algae-Bacteria Growth Experiment","3/28/2018 13:38",273,112.594,41.294,262,94.139,35.962,"65","Non-Native Bacterium"
"134",266.333333333333,25.9893140433611,"12_70",12,"Day12-Plate1 Algae-Bacteria Growth Experiment","3/28/2018 13:08",222,70.443,31.668,181,61.704,34.111,"70","Native Bacterium"
"135",266.333333333333,25.9893140433611,"12_70",12,"Day12-Plate3 Algae-Bacteria Growth Experiment","3/28/2018 13:28",312,135.864,43.562,296,124.899,42.227,"70","Native Bacterium"
"136",266.333333333333,25.9893140433611,"12_70",12,"Day12-Plate4 Algae-Bacteria Growth Experiment","3/28/2018 13:38",265,108.186,40.825,271,110.271,40.757,"70","Native Bacterium"
"137",261.333333333333,14.9925907626993,"12_71",12,"Day12-Plate1 Algae-Bacteria Growth Experiment","3/28/2018 13:08",233,104.672,44.859,195,85.118,43.576,"71","Native Bacterium"
"138",261.333333333333,14.9925907626993,"12_71",12,"Day12-Plate2 Algae-Bacteria Growth Experiment","3/28/2018 13:17",267,116.153,43.449,255,115.014,45.104,"71","Native Bacterium"
"139",261.333333333333,14.9925907626993,"12_71",12,"Day12-Plate5 Algae-Bacteria Growth Experiment","3/28/2018 13:48",284,111.945,39.402,274,104.862,38.224,"71","Native Bacterium"
"140",258.666666666667,1.45296631451356,"12_74",12,"Day12-Plate1 Algae-Bacteria Growth Experiment","3/28/2018 13:08",256,108.78,42.474,215,83.899,39.104,"74","Non-Native Bacterium"
"141",258.666666666667,1.45296631451356,"12_74",12,"Day12-Plate2 Algae-Bacteria Growth Experiment","3/28/2018 13:17",261,99.955,38.362,233,93.357,40.048,"74","Non-Native Bacterium"
"142",258.666666666667,1.45296631451356,"12_74",12,"Day12-Plate3 Algae-Bacteria Growth Experiment","3/28/2018 13:28",259,139.782,53.993,255,133.301,52.343,"74","Non-Native Bacterium"
"143",312.666666666667,14.7233752169052,"12_75",12,"Day12-Plate1 Algae-Bacteria Growth Experiment","3/28/2018 13:08",338,128.243,37.917,307,109.715,35.725,"75","Non-Native Bacterium"
"144",312.666666666667,14.7233752169052,"12_75",12,"Day12-Plate2 Algae-Bacteria Growth Experiment","3/28/2018 13:17",287,121.415,42.37,275,123.612,44.968,"75","Non-Native Bacterium"
